0.264,0.0295,3.01,0.06,4.153144,,,,,,
0.81,0.0394,3.01,0.05,1.222692,,,,,,
0.411,0.1409,2.58,0.74,1.917822,,,,,,
0.783,0.072,3.81,0.3,1.166125,,,,,,
0.4441,0.0482,2.68,0.17,1.702,,,,,,
0.6151,0.0906,3.03,0.21,1.152937,,,,,,
0.473,0.0787,3.04,0.32,1.570201,,,,,,
0.553,0.0838,2.92,0.33,1.280888,,,,,,
0.7531,0.0477,2.91,0.08,1.062831,,,,,,
0.9129,0.1589,3.16,0.33,1.79634,,,,,,
0.736,0.0805,3.05,0.24,1.096291,,,,,,
0.9089,0.0878,2.62,0.16,1.783876,,,,,,
0.7091,0.0794,2.56,0.21,1.07403,,,,,,
0.5799,0.1011,2.8,0.31,1.230237,,,,,,
0.6739,0.052,2.97,0.16,1.032995,,,,,,
0.8531,0.0796,3.25,0.32,1.44028,,,,,,
0.789,0.0859,2.61,0.25,1.204651,,,,,,
0.836,0.0637,2.77,0.15,1.349287,,,,,,
0.922,0.1036,3.03,0.2,1.866559,,,,,,
0.737,0.0599,2.8,0.17,1.058367,,,,,,
0.843,0.1396,2.89,0.25,1.463695,,,,,,
0.7959,0.0748,3.04,0.19,1.206457,,,,,,
0.8,0.0708,2.82,0.17,1.21388,,,,,,
0.7581,0.063,3,0.19,1.095916,,,,,,
0.654,0.0456,4.07,0.18,1.047073,,,,,,
0.6399,0.045,3.19,0.12,1.068306,,,,,,
0.8,0.0592,3.02,0.14,1.200052,,,,,,
0.6889,0.0408,3.02,0.13,1.009001,,,,,,
0.7641,0.0527,2.88,0.13,1.091859,,,,,,
0.4221,0.034,3.09,0.15,1.816277,,,,,,
0.7211,0.0509,2.78,0.11,1.02804,,,,,,
0.4439,0.0431,2.93,0.12,1.69838,,,,,,
0.71,0.0357,3.05,0.09,1,,,,,,
0.77,0.0854,3.5,0.29,1.15943,,,,,,
0.693,0.0689,3.85,0.28,1.051724,,,,,,
0.7771,0.1352,3.44,0.36,1.278194,,,,,,
0.7191,0.0806,3.15,0.24,1.081815,,,,,,
0.702,0.0799,3.06,0.22,1.072876,,,,,,
0.3909,0.0413,2.97,0.14,2.092073,,,,,,
0.6619,0.0551,3.01,0.15,1.047745,,,,,,
0.7864,0.1341,3.09,0.39,1.294394,,,,,,
0.1779,0.0598,3.69,0.48,5.907384,,,,,,
0.491,0.0468,3.04,0.14,1.486819,,,,,,
0.5591,0.102,3.12,0.48,1.279113,,,,,,
0.555,0.0311,3.75,0.15,1.26512,,,,,,
0.7699,0.0615,2.81,0.14,1.118057,,,,,,
0.7199,0.0713,2.85,0.23,1.063785,,,,,,
0.4739,0.0797,3.51,0.35,1.566664,,,,,,
0.5521,0.0498,2.68,0.21,1.276173,,,,,,
0.9199,0.0752,2.44,0.21,1.885872,,,,,,
0.7881,0.0494,2.87,0.11,1.151089,,,,,,
0.849,0.0525,2.69,0.1,1.413125,,,,,,
0.189,0.0759,3.23,0.53,5.502633,,,,,,
0.6119,0.0966,3.01,0.33,1.166034,,,,,,
0.3651,0.0798,3.31,0.43,2.342846,,,,,,
0.3149,0.0744,3.74,0.58,2.992655,,,,,,
0.35,0.0601,3.85,0.05,2.553229,,,,,,
0.1149,0.0278,5.06,0.32,7.940508,,,,,,
2.267,0.204,3.3,0.38,97.918554,,,,,,
2.382,0.092,2.65,0.17,86.670042,,,,,,
2.264,0.222,2.4,0.3,99.508235,,,,,,
2.328,0.276,3.14,0.34,110.663615,,,,,,
1.038,0.074,2.05,0.17,3.346485,,,,,,
1.247,0.197,3.27,0.24,6.434752,,,,,,
1.58,0.23,2.83,0.23,25.917314,,,,,,
1.373,0.275,3.35,0.33,8.246102,,,,,,
1.101,0.205,0.64,0.19,3.353025,,,,,,
1.509,0.237,1.68,0.19,18.242525,,,,,,
1.821,0.281,2.34,0.22,49.827014,,,,,,
1.35,0.196,3.33,0.26,10.541976,,,,,,
0.809,0.142,3.12,0.27,1.364524,,,,,,
1.153,0.192,3.41,0.27,4.281252,,,,,,
0.902,0.116,3.44,0.21,1.722897,,,,,,
1.051,0.115,3.67,0.19,3.270788,,,,,,
1.781,0.347,3.62,0.35,30.389603,,,,,,
0.696,0.053,3.35,0.13,1.024641,,,,,,
1.082,0.13,3.43,0.24,3.656042,,,,,,
1.388,0.243,3.36,0.3,10.145327,,,,,,
0.992,0.102,3.15,0.16,2.540154,,,,,,
1.217,0.144,3.68,0.21,6.736616,,,,,,
1.182,0.087,3.32,0.12,6.581634,,,,,,
1.594,0.3,3.96,0.36,18.763105,,,,,,
